"Schoolid","School_Name","medium","Latitude","Longitude","shift","low_class","High_class","Z_ID","Zone_Name","D_ID","District_name","SchManagement","SchCategory"
"1411034","Wazirpur, J.J. Colony-SKV","N/A","28.6833152512454","77.169293044773994","Morning","Nursery","12","1411","Zone-11","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1411035","Wazirpur Village-SV","N/A","28.690132418731402","77.1722859526527","General","Nursery","12","1411","Zone-11","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1411037","Tri Nagar, Narang Colony- Govt. Co-ed SSS","N/A","28.681178804209399","77.160213047532395","General","6","12","1411","Zone-11","14","North West B","Government","Senior Secondary Schools"
"1411038","Anandwas-GGSSS","N/A","28.6869365732685","77.144389966368394","General","6","12","1411","Zone-11","14","North West B","Government","Senior Secondary Schools"
"1411040","Ashok Vihar, Block D-GGSSS","N/A","28.6920976303619","77.166560003894801","Morning","6","12","1411","Zone-11","14","North West B","Government","Senior Secondary Schools"
"1411041","Pitampura, Block SU-GGSSS","N/A","28.708986342578601","77.138424054624807","General","6","12","1411","Zone-11","14","North West B","Government","Senior Secondary Schools"
"1411042","Saraswati Vihar, Block A-GGSSS","N/A","28.698014088902799","77.121160013790401","General","6","12","1411","Zone-11","14","North West B","Government","Senior Secondary Schools"
"1411043","Rani Bagh-G(Co-ed)SSS","N/A","28.689964988149899","77.130381444063801","General","6","12","1411","Zone-11","14","North West B","Government","Senior Secondary Schools"
"1411046","Anandwas- GGSSS","N/A","28.697246","77.137044","General","6","12","1411","Zone-11","14","North West B","Government","Senior Secondary Schools"
"1411123","Saraswati Vihar, Block C-SV","N/A","28.697267040290701","77.1293972420561","General","Nursery","12","1411","Zone-11","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1411124","Sharda Niketan-SV","N/A","28.694581321829499","77.122403386717295","General","Nursery","12","1411","Zone-11","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1411125","Shakurpur, No.1-G(Co-ed)SSS","N/A","28.6805011","77.1396011","General","6","12","1411","Zone-11","14","North West B","Government","Senior Secondary Schools"
"1411178","Sainik Vihar-G(Co-ed)SSS","N/A","28.689247961234098","77.128420988988196","General","6","12","1411","Zone-11","14","North West B","Government","Senior Secondary Schools"
"1411259","Ambedkar School of Speicalised Excellance (ASOSE)","N/A","28.6961021","77.1372189","Morning","9","12","1411","Zone-11","14","North West B","Government","School of Specialized Excellence(SOSE)"
"1412001","Sultanpuri, Block-C, Sarvodaya Sr. Sec. Vidyalaya ","N/A","28.6998281299112","77.077125663291596","Morning","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412002","Mangolpuri, Block K-SBV","N/A","28.6928557089892","77.083268080089397","General","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412005","Sultanpuri, Block C- SBV","N/A","28.6986265534787","77.078860167614195","Evening","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412006","Sultanpuri, Block BC-GBSSS","N/A","28.699161476683901","77.077890803172394","Evening","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412007","Pooth Kalan-SBV","N/A","28.707400723626598","77.073999597835098","Evening","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412008","Sultanpuri, Block H- SBV","N/A","28.6926323154097","77.068289944229093","Evening","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412009","Mangolpuri, Block U-GBSSS","N/A","28.6910667049283","77.078678245958102","General","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412011","Mangolpuri, Block R-SBV","N/A","28.6917333634605","77.090622343829594","General","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412013","Mangolpuri, Plot II,Kamdhenu- SBV","N/A","28.696360171200201","77.095388300511303","Evening","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412014","Mangolpuri, Block O- SBV","N/A","28.6926090605177","77.087404669735093","Evening","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412016","Sultanpur Majra- S (Co-ed) V","N/A","28.6866367744916","77.076418612214397","General","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412018","Mangolpuri, Block Y- SBV","N/A","28.697839520254401","77.091132647876293","Evening","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412019","Sultanpuri, P-Block - GGSSS","N/A","28.7024139770609","77.081347885325499","Morning","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412022","Mangolpuri, Block-C, S(Co-ed)Sr. Sec. Vidyalaya","N/A","28.6919479","77.0911107","Morning","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412024","Mangolpuri, Block H-SKV","N/A","28.698324271091","77.091148145346693","Morning","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412025","Mangolpuri, Block D-SKV (Kamdhenu)","N/A","28.6963427568433","77.095387412181097","Morning","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412026","Sultanpuri, Block C-SKV","N/A","28.699070968266501","77.079069551028496","Morning","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412027","Pooth Kalan-SKV","N/A","28.707699","77.073292","Morning","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412029","Sultanpuri, Block H-SKV","N/A","28.692445219959801","77.068226887216994","Morning","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412030","Mangolpuri, Block U-SKV","N/A","28.6911494784739","77.079056721456297","General","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412031","Mangolpuri, Block O-SKV","N/A","28.692607794957901","77.087177213499999","Morning","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412033","Mangolpur Kalan-G(co-ed)sss","N/A","28.6936787726113","77.098694854639703","General","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412035","Sultanpuri, Block BC-GGSSS","N/A","28.699324321358699","77.077403977180396","Morning","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412079","Mangolpur Khrud- GBSSS","N/A","28.696745612301399","77.093369788540599","General","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412080","Mangolpuri, Block Q-SKV","N/A","28.689041265372801","77.090814100824801","General","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412082","Mangolpuri, Block-K-2,SV","N/A","28.6933679947618","77.083017195138197","General","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412083","Sultanpuri, F-Block, GBSSS","N/A","28.689765529085101","77.070003584465397","Evening","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412084","Pooth Kalan, Rohini Extn., Sector 20- SKV","N/A","28.710392300472598","77.076513372415604","Morning","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412086","Sultanpuri, E-Block, GBSSS","N/A","28.693619","77.069244","General","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412087","Sultanpuri, A-Block- SBV","N/A","28.699132718972301","77.076811171572601","Evening","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412088","Sultanpuri, D-Block,G(Co-ed)SSS","N/A","28.701247625315801","77.077021942273902","General","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412089","Sultanpuri, Block F-GGSSS","N/A","28.689956257276901","77.0703092999332","Morning","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412090","Mangolpuri, Block P- SBV","N/A","28.693447620643401","77.087154773961103","Evening","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412091","Mubarkpur Dabas,  No.1-GBSSS","N/A","28.712181627148698","77.042411198343103","Evening","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412092","Nithari Village- SBV","N/A","28.7087133244742","77.055332582832406","Evening","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412093","Nithari-SKV","N/A","28.708710851399498","77.055417824157004","Morning","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412095","Rani Khera-S(Co-ed)V","N/A","28.7071752583212","77.020874316773202","General","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412130","Mongolpuri, Block D GBSSS","N/A","28.698411147662799","77.096228227543094","General","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412131","Nithari-GGSSS","N/A","28.708228318762899","77.056345141811605","Morning","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412132","Nithari-GBSSS","N/A","28.707982000000001","77.054755","Evening","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412133","Mubarikpur Dabas-GGSSS","N/A","28.712181378809301","77.042718917445299","Morning","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412248","Pooth Kalan, Rohini Extn., Sector 20- SBV","N/A","28.710430964637801","77.076514136297803","Evening","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412253","Mubarakpur Dabas, No-2,GGSSS-1412253","N/A","28.7119145876262","77.041123066045799","Morning","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412254","Mubarkpur Dabas,  No.2-GBSSS","N/A","28.712105626211098","77.041120006683897","Evening","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412258","Nithari Village- GGSSS","N/A","28.7082006153266","77.054862222892197","Morning","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412259","Nithari Village- GBSSS","N/A","28.707792999999999","77.055289999999999","Evening","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412288","Sultanpuri, P-Block - GBSSS","N/A","28.7023888458","77.081116139888","Evening","6","12","1412","Zone-12","14","North West B","Government","Senior Secondary Schools"
"1412289","Rohini, Phase-III, Sec-21- Govt. Co-ed Sarvodaya Vidyalaya","N/A","28.713310","77.066517","General","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412290","Rohini, Sec-22- Govt. Co-ed Sarvodaya Vidyalaya","N/A","28.718818","77.059307","Evening","Nursery","12","1412","Zone-12","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1412291","Rohini, Phase-II, Sec-21- RPVV","N/A","28.714477","77.06586","General","6","12","1412","Zone-12","14","North West B","Government","Partibha Vikas Vidhyalya"
"1412295","SOSE, Sec.- 21, Phase- II, Rohini","N/A","28.714477","77.06586","General","9","12","1412","Zone-12","14","North West B","Government","School of Specialized Excellence(SOSE)"
"1413001","Chandpur Majra-SV","N/A","28.758489347335299","76.999013653435696","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413002","Rohini, Sector 3-SV","N/A","28.7031967292973","77.104918958908499","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413003","Ghevra-SV","N/A","28.6949651976025","76.995145000584301","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413004","Rohini, Sector 6-SV","N/A","28.710338937383799","77.112166889287806","Evening","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413006","Rohini, Sector 2 - G(Co-ed) Sarvodaya Vidyalaya","N/A","28.699552826932202","77.100765328283003","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413009","Nizam Pur-Sarvodaya (Co-ed) Vidyalaya","N/A","28.721888397958999","76.961846221237494","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413010","Rohini, Sector 9-SV (shaheed capt. Sanjeev Dahiya)","N/A","28.715564726537799","77.121326483267495","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413011","Rohini, Avantika, Sector 1, No.1-GBSSS","N/A","28.7038863103156","77.095328987921306","Evening","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413013","Rithala-GBSSS","N/A","28.713770229803","77.103567176922297","Evening","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413016","Parshant Vihar-GBSSS","N/A","28.715835743363201","77.137602157615305","General","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413019","Rohini, Avantika, Sector 1, No.2- GBSSS","N/A","28.704230046836098","77.096231231131199","Evening","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413022","Ladpur-GBSSS","N/A","28.742988669242202","76.995636016062903","General","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413023","Rohini, Sector 11-GGSSS","N/A","28.7313516539982","77.112162955159405","Morning","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413025","Kanjhawala-SKV","N/A","28.737974674255099","77.0085823086754","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413026","Rithala-SKV","N/A","28.713907666243799","77.103631498544402","Morning","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413027","Sarvodaya Co-ed Vidyalaya Sec. 8 Rohini","N/A","28.704364378156299","77.1232670552927","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413028","Qutabgarh-SKV","N/A","28.804232945453599","76.965160704982196","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413030","Rohini, Avantika, Sector 1-SKV","N/A","28.703268284861899","77.096474969302307","Morning","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413067","Prashant Vihar-SKV","N/A","28.715625819949","77.137641657898001","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413069","Rohini, Avantika, Sector 1-GGSSS","N/A","28.704208528445601","77.096137044323996","Morning","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413070","Rohini, Sector 16, Pocket A-SKV","N/A","28.736377245233101","77.126187128559195","Morning","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413071","Rohini, Sector 15-G(Co-ed)SSS","N/A","28.734662","77.131187","General","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413074","Rohini, Sector 7-SV","N/A","28.7095040774098","77.117062982544098","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413075","Punnjab Khore-G(Co-ed)MS","N/A","28.7743466567523","76.965412510369902","General","6","8","1413","Zone-13","14","North West B","Government","Middle Schools"
"1413076","Rohini, Sector 11-RPVV","N/A","28.7320259849397","77.112845264243305","General","6","12","1413","Zone-13","14","North West B","Government","Partibha Vikas Vidhyalya"
"1413077","Begumpur-GBSSS","N/A","28.723814330607301","77.066908076312501","Evening","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413078","Karala-SKV","N/A","28.73147308","77.0403439","Morning","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413079","Karala-GBSSS","N/A","28.73147308","77.0403439","Evening","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413181","Jaunti-SV","N/A","28.7482818523935","76.964597329623402","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413266","Sawada(Ghevra) Colony, A-Block- SKV","N/A","28.703999749077099","76.981881640070299","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413267","Sawada(Ghevra) Colony H-Block- SV","N/A","28.700538535790901","76.976287060730797","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413268","Begampur, GGSSS","N/A","28.723746429774501","77.066986021920002","Morning","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413284","Rohini, Sector 16, Pocket A-GBSSS","N/A","28.736459597752699","77.126051198339297","Evening","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413316","ROHINI,SEC-24- GGSSS","N/A","28.725805999999999","77.086966000000004","Morning","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413317","ROHINI,SEC-24- GBSSS","N/A","28.725805999999999","77.086966000000004","Evening","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413318","ROHINI,SEC-16- GGMS","N/A","28.738821000000002","77.127510000000001","Morning","6","8","1413","Zone-13","14","North West B","Government","Middle Schools"
"1413319","ROHINI,SEC-16- GBMS","N/A","28.738821000000002","77.127510000000001","Evening","6","8","1413","Zone-13","14","North West B","Government","Middle Schools"
"1413320","ROHINI,SEC-15- G (CO-ED) SS","N/A","28.731804","77.130125000000007","General","6","10","1413","Zone-13","14","North West B","Government","Secondary Schools"
"1413323","Sawada(Ghevra) Colony, B-Block- SBV","N/A","28.703488","76.981705000000005","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413333","Rohini School of Excellence, Sector-17","N/A","28.74074","77.11441","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413336","Rohini, Sec-4- Govt. Co-ed Sarvodaya Vidyalaya","N/A","28.709263","77.095927","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413340","Rohini, Sector- 25, GGSSS","N/A","28.731826","77.091520","General","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413341","Rohini, Sector 11- GBSSS","N/A","28.731489","77.112147","Evening","6","12","1413","Zone-13","14","North West B","Government","Senior Secondary Schools"
"1413342","Rohini School of Excellence, Sector- 23","N/A","28.7229755","77.0806914","General","Nursery","12","1413","Zone-13","14","North West B","Government","Sarvodaya Sr. Secondary Schools"
"1413344","SOSE, Sector- 17, Rohini","N/A","28.74074","77.11441","General","9","12","1413","Zone-13","14","North West B","Government","School of Specialized Excellence(SOSE)"
"1413345","SOSE, Sector- 23, Rohini","N/A","28.7229755","77.0806914","General","9","12","1413","Zone-13","14","North West B","Government","School of Specialized Excellence(SOSE)"
"1413346","SOSE, Sector- 11, Rohini","N/A","28.7320259849397","77.112845264243305","General","9","12","1413","Zone-13","14","North West B","Government","School of Specialized Excellence(SOSE)"
"1413349","Government Middle Special School (Co-ed) for the Hearing Impaired","N/A","null","null","General","Nursery","8","1413","Zone-13","14","North West B","Government","Sarvodaya Middle Schools"
"1514003","Khyala, J.J. Colony, No.1-GBSSS","N/A","28.6494148396154","77.097890856204998","Evening","6","12","1514","Zone-14","15","West A","Government","Senior Secondary Schools"
"1514004","Khyala, No.2-GBSSS","N/A","28.656203508130101","77.103916206900706","Evening","6","12","1514","Zone-14","15","West A","Government","Senior Secondary Schools"
"1514005","Tilak Nagar, No.1-SBV","N/A","28.640991554413201","77.0900961748128","General","Nursery","12","1514","Zone-14","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1514006","Tilak Nagar, No.2-SBV","N/A","28.6418940102938","77.091232327421906","General","Nursery","12","1514","Zone-14","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1514008","Janakpuri, Block B, No.2-SBV (Shaheed Capt. Anuj Nayyar)","N/A","28.626075","77.092872","General","Nursery","12","1514","Zone-14","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1514011","Chand Nagar, No.1-SKV","N/A","28.645753619039098","77.098274111493495","Morning","Nursery","12","1514","Zone-14","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1514012","Khyala, No.1-GGSSS","N/A","28.6494151717229","77.097961905451101","Morning","6","12","1514","Zone-14","15","West A","Government","Senior Secondary Schools"
"1514013","Khyala, No.2-SKV","N/A","28.656143084862101","77.103979145259999","Morning","Nursery","12","1514","Zone-14","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1514014","Tilak Nagar, No.1-GGSSS","N/A","28.639577138218101","77.093359084256605","General","6","12","1514","Zone-14","15","West A","Government","Senior Secondary Schools"
"1514016","Tilak Nagar, No.3-SKV","N/A","28.639544603421299","77.093332459200397","General","Nursery","12","1514","Zone-14","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1514017","Vikas Puri, Distt. Centre-SKV","N/A","28.633051486885499","77.082752685035203","General","Nursery","12","1514","Zone-14","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1514018","Ashok Nagar-GGSSS","N/A","28.632467488868599","77.104356445287394","General","6","12","1514","Zone-14","15","West A","Government","Senior Secondary Schools"
"1514019","Janakpuri, Block B SKV","N/A","28.6247559228459","77.093713131117099","General","Nursery","12","1514","Zone-14","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1514021","Hari Nagar, Clock Tower- SKV","N/A","28.6223107349903","77.1118275026801","General","Nursery","12","1514","Zone-14","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1514022","Hari Nagar, Block-L  S(Co-ed)V","N/A","28.628758767474501","77.106466341349304","General","Nursery","12","1514","Zone-14","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1514023","Hari Nagar, Block BE-RPVV","N/A","28.626749344244601","77.118650063136897","General","6","12","1514","Zone-14","15","West A","Government","Partibha Vikas Vidhyalya"
"1514110","Chand Nagar-SBV","N/A","28.6448797474849","77.098847327090397","General","Nursery","12","1514","Zone-14","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1514112","Hari Nagar,Clock Tower,Site-2-GBSSS","N/A","28.625346860259299","77.110516108126703","General","6","12","1514","Zone-14","15","West A","Government","Senior Secondary Schools"
"1514116","SOSE, Block BE, Hari Nagar","N/A","28.626749344244601","77.118650063136897","General","9","12","1514","Zone-14","15","West A","Government","School of Specialized Excellence(SOSE)"
"1515001","Jaidev Park-SV","N/A","28.669981","77.150268","General","Nursery","12","1515","Zone-15","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1515002","Ashok Nagar-SBV","N/A","28.639519767000799","77.108412813862302","General","Nursery","12","1515","Zone-15","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1515003","Subhash Nagar-SBV","N/A","28.634431844461201","77.115018276380596","General","Nursery","12","1515","Zone-15","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1515004","East Punjabi Bagh-SV","N/A","28.6683775925266","77.146215189013802","General","Nursery","12","1515","Zone-15","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1515005","Rajouri Garden Main-GBSSS","N/A","28.642050390353202","77.120546604690503","Evening","6","12","1515","Zone-15","15","West A","Government","Senior Secondary Schools"
"1515006","Rajouri Garden Extn.-GBSSS","N/A","28.6442012596967","77.115446726749994","General","6","12","1515","Zone-15","15","West A","Government","Senior Secondary Schools"
"1515007","Madipur, No.1-SBV","N/A","28.667961710707001","77.113877022014293","Evening","Nursery","12","1515","Zone-15","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1515010","Punjabi Bagh, No.1-GBSSS","N/A","28.667197494507999","77.130821470496002","General","6","12","1515","Zone-15","15","West A","Government","Senior Secondary Schools"
"1515017","Raghubir Nagar, J.J. Colony-GBSS","N/A","28.656920837840101","77.113093763766997","Evening","6","10","1515","Zone-15","15","West A","Government","Secondary Schools"
"1515018","Rajouri Garden Extn., GBSSS","N/A","28.6441889654002","77.115453968119596","General","6","12","1515","Zone-15","15","West A","Government","Senior Secondary Schools"
"1515019","Raghubir Nagar, J.J. Colony- G(Co-ed)SSS","N/A","28.646840","77.108193","General","6","12","1515","Zone-15","15","West A","Government","Senior Secondary Schools"
"1515021","Rajouri Garden Extn.-SKV","N/A","28.644964624083698","77.116706931533997","Morning","Nursery","12","1515","Zone-15","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1515022","Rajouri Garden Main-SKV","N/A","28.644888689864601","77.116519966015403","Morning","Nursery","12","1515","Zone-15","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1515023","Punjabi Bagh, No.2-SKV","N/A","28.6696526375476","77.131160512641401","General","Nursery","12","1515","Zone-15","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1515024","Madipur, No.2-SKV","N/A","28.668945951180302","77.113125244571904","General","Nursery","12","1515","Zone-15","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1515025","Tagore Garden, No.2-SKV","N/A","28.645998105558899","77.109290211597497","General","Nursery","12","1515","Zone-15","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1515026","Tagore Garden, No.1-GGSSS","N/A","28.646042356168302","77.109254156000304","General","6","12","1515","Zone-15","15","West A","Government","Senior Secondary Schools"
"1515028","Madipur, No.1-GGSSS","N/A","28.667843773917799","77.1138465025941","Morning","6","12","1515","Zone-15","15","West A","Government","Senior Secondary Schools"
"1515029","Subhash Nagar, No.1-GGSSS","N/A","28.635853843571098","77.113480515044003","General","6","12","1515","Zone-15","15","West A","Government","Senior Secondary Schools"
"1515030","Raghubir Nagar, J.J. Colony-GGSSS","N/A","28.656839049519","77.113174257104106","Morning","6","12","1515","Zone-15","15","West A","Government","Senior Secondary Schools"
"1515139","Tagore Garden-GBSSS","N/A","28.645926201542299","77.110748604949805","General","6","12","1515","Zone-15","15","West A","Government","Senior Secondary Schools"
"1516002","Ramesh Nagar-SBV","N/A","28.646664300692901","77.127189226484802","General","Nursery","12","1516","Zone-16","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1516003","Mansarovar Garden-SV","N/A","28.643082439416901","77.131634841215998","General","Nursery","12","1516","Zone-16","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1516010","Moti Nagar SBV","N/A","28.661448402580799","77.138854547251498","General","Nursery","12","1516","Zone-16","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1516011","Shadi Khampur-GBSSS","N/A","28.644542314911401","77.160846904679801","General","6","12","1516","Zone-16","15","West A","Government","Senior Secondary Schools"
"1516013","Prem Nagar-GBSSS","N/A","28.6617735996678","77.162739515353294","Evening","6","12","1516","Zone-16","15","West A","Government","Senior Secondary Schools"
"1516017","Saraswati Garden-G(Co-ed)SS","N/A","28.650703948245901","77.1355429922083","General","6","10","1516","Zone-16","15","West A","Government","Secondary Schools"
"1516018","Moti Nagar  SKV","N/A","28.661113711416402","77.137900447509693","General","Nursery","12","1516","Zone-16","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1516019","Basai Darapur-SKV","N/A","28.653752102373002","77.1324548560506","General","Nursery","12","1516","Zone-16","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1516021","Ranjit Nagar-SKV","N/A","28.649675357605801","77.154810784253399","General","Nursery","12","1516","Zone-16","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1516022","Shadi Khampur-SKV","N/A","28.644279562574301","77.162055809451601","General","Nursery","12","1516","Zone-16","15","West A","Government","Sarvodaya Sr. Secondary Schools"
"1516025","Kirti Nagar-GGSSS","N/A","28.6534472362627","77.142053198828705","General","6","12","1516","Zone-16","15","West A","Government","Senior Secondary Schools"
