"Schoolid","School_Name","medium","Latitude","Longitude","shift","low_class","High_class","Z_ID","Zone_Name","D_ID","District_name","SchManagement","SchCategory"
"1003002","Rani Garden-SBV","N/A","28.648244481379098","77.2733615605501","Evening","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003003","Jheel Khurenja, No.1-SBV","N/A","28.655248933973098","77.266186299631897","General","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003004","Kailash Nagar-SBV","N/A","28.663335834038801","77.259354572998603","Evening","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003007","Chander Nagar-GBSSS","N/A","28.656839832050899","77.2821644863008","Morning","6","12","1003","Zone-03","10","East","Government","Senior Secondary Schools"
"1003009","Geeta Colony, Block 13-GBSSS","N/A","28.647424394574202","77.276387905449596","Evening","6","12","1003","Zone-03","10","East","Government","Senior Secondary Schools"
"1003012","Gandhi Nagar-SBV","N/A","28.6544080833057","77.268227915859001","General","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003013","Krishna Nagar-SBV","N/A","28.659439442237499","77.282523616165406","Evening","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003024","Geeta Colony, Block 13-SKV","N/A","28.647124227342999","77.2764022367423","Morning","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003025","Chander Nagar-SKV","N/A","28.653411146272301","77.281236492197294","General","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003026","Shankar Nagar-SKV","N/A","28.658435622061301","77.270759524762596","General","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003027","Gandhi Nagar, No.1-SKV","N/A","28.658699873957101","77.269457377880499","General","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003028","Laxmi Nagar-SKV","N/A","28.638877570028701","77.283566755890106","Morning","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003030","Rani Garden-Sarvodaya Kanya Vidyalaya","N/A","28.648166029627902","77.272584650857794","Morning","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003033","Kailash Nagar-GGSSS","N/A","28.663244819612402","77.259581634953193","Morning","6","12","1003","Zone-03","10","East","Government","Senior Secondary Schools"
"1003034","Gandhi Nagar, No.2-GGSSS","N/A","28.657613105974601","77.2683566122504","General","6","12","1003","Zone-03","10","East","Government","Senior Secondary Schools"
"1003035","Gandhi  Nagar, SKV","N/A","28.6582497428385","77.269197856170294","General","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003036","Krishna  Nagar-SKV","N/A","28.659183802619498","77.282617777150193","Morning","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003152","Radhey Shyam Park-SBV","N/A","28.645823802515601","77.283728226416201","Evening","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003153","Radhey Shyam Park- SKV","N/A","28.646031905201799","77.283491512383904","Morning","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003202","Geeta Colony, Block 2-G(Co-ed)SS","N/A","28.654521097587001","77.272679925661507","Morning","6","10","1003","Zone-03","10","East","Government","Secondary Schools"
"1003204","Old Seelampur-SKV","N/A","28.668378970209801","77.267698875814204","Morning","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003205","Shivpuri-G(Co-ed)SSS","N/A","28.650751714621599","77.278804003840193","General","6","12","1003","Zone-03","10","East","Government","Senior Secondary Schools"
"1003260","Lalita Park-GGSSS","N/A","28.636868739826699","77.271406510068203","Morning","6","12","1003","Zone-03","10","East","Government","Senior Secondary Schools"
"1003261","Gandhi Nagar-RPVV","N/A","28.657966350287001","77.271846275447899","General","6","12","1003","Zone-03","10","East","Government","Partibha Vikas Vidhyalya"
"1003264","Lalita Park-GBSSS","N/A","28.636943316917801","77.271400810803598","Evening","6","12","1003","Zone-03","10","East","Government","Senior Secondary Schools"
"1003265","Old Seelampur -SBV","N/A","28.668149","77.267531000000005","Evening","Nursery","12","1003","Zone-03","10","East","Government","Sarvodaya Sr. Secondary Schools"
"1003267","SOSE, Gandhi Nagar","N/A","28.65796635","77.27184628","General","9","12","1003","Zone-03","10","East","Government","School of Specialized Excellence(SOSE)"
"1104001","Yamuna Vihar, Block B, No.1-SBV","N/A","28.7016093943909","77.270098028399602","Evening","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1104002","Khajoori Khas-SBV","N/A","28.710190392242701","77.257524710348605","Evening","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1104003","Yamuna Vihar, Block B, No.2-SBV","N/A","28.6997029344246","77.2702428480452","Evening","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1104004","Gokalpur Village-GBSSS","N/A","28.7023478310984","77.2866140972327","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104005","Gokalpuri-GBSSS","N/A","28.703703395895001","77.284760251770194","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104006","Ghonda, No.1-GBSSS","N/A","28.693132047342299","77.269660666089607","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104007","Ghonda, No.2-GBSSS","N/A","28.693386378926601","77.2700290441432","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104008","Yamuna Vihar, Block C, No.2-GBSSS","N/A","28.700373974762101","77.276813799649105","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104009","Yamuna Vihar, Block C, No.1-SBV","N/A","28.698872331925401","77.2760022145725","Evening","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1104010","Dayalpur-GBSSS","N/A","28.717291680835402","77.263886238635493","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104011","Sabhapur-GGSSS","N/A","28.747867870503899","77.256993928861405","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104012","Bhajanpura-G(Co-ed)SSS (RDJK)","N/A","28.698361524761399","77.260350523036905","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104014","Mustufabad-GBSS","N/A","28.69954258380523","77.27588403655172","Evening","6","10","1104","Zone-04","11","North East","Government","Secondary Schools"
"1104015","Khajoori Khas-GBSSS","N/A","28.7109538437251","77.258043521289693","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104017","Joharipur- GGMS","N/A","28.7139069213273","77.284745042426707","Morning","6","8","1104","Zone-04","11","North East","Government","Middle Schools"
"1104018","Yamuna Vihar, Block C, No.1-SKV","N/A","28.6987020683958","77.276463629892703","Morning","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1104019","Ghonda, No.2-SKV","N/A","28.693640029039901","77.269931753641004","Morning","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1104020","Gokalpuri-SKV","N/A","28.7033847446253","77.284756677656105","Morning","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1104021","Gokalpur Village-SKV","N/A","28.70241372712","77.287307413698102","Morning","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1104022","Khajoori Khas-SKV","N/A","28.7099960676134","77.257766505724504","Morning","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1104023","Yamuna Vihar, Block B, No.1-GGSSS","N/A","28.699078179371199","77.270903047808702","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104024","Yamuna Vihar, Block C, No.2-SKV","N/A","28.6997047881502","77.276829241201","Morning","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1104025","Ghonda, No.1-GGSSS","N/A","28.692971963885402","77.269413146122801","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104026","Dayalpur-GGSSS","N/A","28.717157973315398","77.264050946334393","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104027","Yamuna Vihar, Block B, No.2-GGSSS","N/A","28.699671114421101","77.2705499245574","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104028","Mustufabad-GGSS","N/A","28.69954258380523","77.27588403655172","Morning","6","10","1104","Zone-04","11","North East","Government","Secondary Schools"
"1104029","Vijay Park-GGSSS","N/A","28.6961606982787","77.276542872190802","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104142","Karawal Nagar-GGSSS","N/A","28.733747624200898","77.265513867125804","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104143","Karawal Nagar-GBSSS","N/A","28.7332541234879","77.265510337017403","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104149","Yamuna Vihar, Block B-RPVV","N/A","28.701638912083201","77.270102997533698","General","6","12","1104","Zone-04","11","North East","Government","Partibha Vikas Vidhyalya"
"1104150","Bhajanpura-GBSSS (RDJK)","N/A","28.698452557039499","77.260499578067694","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104151","Vijay Park-GBSSS","N/A","28.696697884026499","77.275936937816397","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104153","Khajoori Khas-GGSSS","N/A","28.710881545755999","77.257488644545006","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104261","Tukhmirpur-GBSSS","N/A","28.710707699769401","77.264262362808793","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104262","Tukhmirpur-GGSSS","N/A","28.710511220540301","77.263964868166596","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104335","Sonia Vihar-GGSSS","N/A","28.733391596596199","77.248478911667107","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104336","Sonia Vihar-GBSSS","N/A","28.733277088783399","77.248263369357602","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104400","LONI ROAD,EAST GOKULPUR,GGSSS","N/A","28.703946973081798","77.290647710086802","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104406","Loni Road,East Gokul Pur,Govt. Boys Sr.Sec.School","N/A","28.703716671399999","77.290817036995605","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104417","SABHAPUR-GOVT. BOYS S.SEC. SCHOOL ","N/A","28.747857715705099","77.257182033362895","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104418","Badarpur Khadar -SKV-1104418","N/A","28.7824376777772","77.230943360096504","Morning","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1104419","Tukhmirpur, No.2 - GGSSS","N/A","28.710546","77.265479","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104420","Tukhmirpur, No.2- GBSSS","N/A","28.709958","77.264317","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104486","Village Karawal Nagar, Veer Savarkar Complex- GGSSS","N/A","28.7266021","77.2729331","Morning","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104487","Village Karawal Nagar, Veer Savarkar Complex- GBSSS","N/A","28.7266021","77.2729331","Evening","6","12","1104","Zone-04","11","North East","Government","Senior Secondary Schools"
"1104488","SOSE, Block B, Yamuna Vihar","N/A","28.701638912083201","77.270102997533698","General","9","12","1104","Zone-04","11","North East","Government","School of Specialized Excellence(SOSE)"
"1104489","Joharipur- GBMS","N/A","28.7139069213273","77.284745042426707","Evening","6","8","1104","Zone-04","11","North East","Government","Middle Schools"
"1104490","Sarvodaya Bal Vidhyalaya","N/A","28.7824376777772","77.230943360096504","Evening","Nursery","12","1104","Zone-04","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105001","Shahadara, G.T. Road-SBV (Gandhi Memorial)","N/A","28.674285341292801","77.283271990901397","Evening","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105002","Gautam Puri-SBV","N/A","28.680708909383402","77.261829784396795","Evening","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105003","Brahmpuri-SBV","N/A","28.675450298710199","77.262408625660299","Evening","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105004","New Seelampur, No.1-SBV","N/A","28.672848165036701","77.263994107508097","Evening","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105005","Shahadara, Shivaji Park-GBSSS","N/A","28.682846639626","77.288118136917106","Evening","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105006","Shahadara, G.T. Road-GBSSS","N/A","28.674512259643699","77.289493861748298","Evening","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105007","Babarpur-GBSSS","N/A","28.684949821319702","77.280810797303602","Evening","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105008","Jafrabad- SBV","N/A","28.683376363397699","77.273830973190996","Evening","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105009","New Seelampur, No.2-GBSSS","N/A","28.672993199050801","77.264637231339705","Evening","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105011","Govt. Sarvodaya Bal Vidyalaya, Shastri Park- 1105011","N/A","28.676269831680699","77.258496504806004","Evening","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105013","Shahadara, G. T. Road-GBSecondarySchool","N/A","28.674634711122302","77.291483903704204","Evening","6","10","1105","Zone-05","11","North East","Government","Secondary Schools"
"1105014","New Seelampur, Marginal Band-GBSS","N/A","28.673441274375399","77.264333621038404","Evening","6","10","1105","Zone-05","11","North East","Government","Secondary Schools"
"1105015","Welcome Colony-GBSS","N/A","28.6730502950812","77.271478614564103","Evening","6","10","1105","Zone-05","11","North East","Government","Secondary Schools"
"1105017","Jafrabad Extn.-GBSSS","N/A","28.685089992765501","77.280481119536105","General","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105018","Jafrabad, Zeenat Mahal(Urdu Medium)-SKV","N/A","28.683422320884802","77.273646911655007","Morning","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105019","Babarpur-SKV","N/A","28.684681446137201","77.280815976017806","Morning","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105020","New Seelampur, No.1-SKV (C.R.Dass)","N/A","28.6733691321019","77.264607672085006","Morning","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105021","Shastri Park-SKV","N/A","28.676029766837999","77.258448973780702","Morning","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105022","Shahadara, Shivaji Park-GGSSS","N/A","28.682855476868902","77.288203406491405","Morning","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105023","Gautam Puri-GGSSS","N/A","28.6805870063959","77.262331739377501","Morning","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105024","Shahadara, G.T.Road-SKV","N/A","28.6741841248352","77.283541119918596","Morning","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105025","New Seelampur, No.2-GGSSS","N/A","28.6730560091119","77.263630793237894","Morning","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105026","Brahampuri-GGSSS","N/A","28.6754580066901","77.262304575244997","Morning","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105028","East Rohtash Nagar-G(Co-ed)MS","N/A","28.679141780222","77.290889681463298","General","6","8","1105","Zone-05","11","North East","Government","Middle Schools"
"1105029","Shahadara, G.T. Road-GGSS","N/A","28.674581504634499","77.291619502955299","Morning","6","10","1105","Zone-05","11","North East","Government","Secondary Schools"
"1105107","New Usmanpur(Gautam Puri)-GBSSS","N/A","28.681795214334699","77.262033343600905","Evening","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105108","Welcome Colony-GGSS","N/A","28.672993152489699","77.271392663411206","Morning","6","10","1105","Zone-05","11","North East","Government","Secondary Schools"
"1105109","West Jyoti Nagar-GBSSS","N/A","28.691248621483702","77.288778293155602","Evening","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105110","Shahadara, G.T. Road-SKV (Mani Ben Patel Bharti Mahila)","N/A","28.674289556315301","77.289495533203393","Morning","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105111","West Jyoti Nagar-GGSSS","N/A","28.6911348939697","77.288940778261804","Morning","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105112","Chauhan Bangar, Jafrabad-GGMS","N/A","28.684077524581799","77.274975609488806","Morning","6","8","1105","Zone-05","11","North East","Government","Middle Schools"
"1105113","Brahmpuri-GBSSS","N/A","28.675521013100401","77.262426979523497","Evening","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105115","Chauhan Bangar, Jafrabad-GBMS","N/A","28.684289236041501","77.275120395377101","Evening","6","8","1105","Zone-05","11","North East","Government","Middle Schools"
"1105116","Brahmpuri-GGSSS","N/A","28.6754343909856","77.263139709335704","Morning","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105117","New Usmanpur(Gautam Puri)-GGSSS","N/A","28.6814380325645","77.261752398798805","Morning","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105229","Brahmpuri,GGSSS Block-X","N/A","28.679067154964301","77.266165818807295","Morning","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105236","Shastri Park, Buland Masjid, SKV","N/A","28.672071079975801","77.252380570007702","Morning","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105238","New Seelampur, No.1-GGSS","N/A","28.673591763477798","77.264276530560196","Morning","6","10","1105","Zone-05","11","North East","Government","Secondary Schools"
"1105239","New Jafrabad- GGSSS","N/A","28.6827253319832","77.276889738502703","General","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105241","Brahmpuri, GBSSS, X- BLOCK","N/A","28.679007707640899","77.266166163312505","Evening","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105242","Shastri Park, Buland Masjid, SBV","N/A","28.672061354112401","77.252448573844603","Evening","Nursery","12","1105","Zone-05","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1105246","New Seelampur, Gurudwara Road- G(Co-ed)MS","N/A","28.673781000000002","77.266645999999994","Morning","6","8","1105","Zone-05","11","North East","Government","Middle Schools"
"1105248","Gautam Puri- RPVV","N/A","28.6815833","77.2653888889","General","6","12","1105","Zone-05","11","North East","Government","Partibha Vikas Vidhyalya"
"1105249","Brahmpuri- Govt. Co-ed Sr. Sec. School (Gandhi)","N/A","28.67979118","77.26668816","General","6","12","1105","Zone-05","11","North East","Government","Senior Secondary Schools"
"1105250","SOSE, Gautam Puri","N/A","28.6815833","77.2653888889","General","9","12","1105","Zone-05","11","North East","Government","School of Specialized Excellence(SOSE)"
"1106001","Nand Nagri, Block B-SBV (B.P)","N/A","28.6938447779151","77.307401761411498","Evening","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106002","Dilshad Garden, Block C-GBSSS","N/A","28.681218462975401","77.312811391522501","Evening","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106004","Nand Nagri, Janta Flats-SBV","N/A","28.692428923715099","77.314006064478804","Morning","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106005","Mandoli-GBSSS","N/A","28.705689788220599","77.310893533915802","Evening","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106006","Shahdara, Mansarovar Park, No.1-GBSSS","N/A","28.6812115439275","77.299280483601905","General","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106009","Sarvodaya Bal Vidyalaya, Seemapuri","N/A","28.678750967888401","77.327308862679502","Evening","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106010","Ashok Nagar-GBSS","N/A","28.696781123923401","77.303148807724995","Evening","6","10","1106","Zone-06","11","North East","Government","Secondary Schools"
"1106011","New Seemapuri-GBSSS","N/A","28.690801146302299","77.326633797191207","Evening","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106012","Dilshad Garden, Block J&K-SBV","N/A","28.683553883434701","77.323852420540703","Evening","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106014","Nand Nagri Extn., F-1,F-2, GBSSS","N/A","28.692902513537302","77.314778887569801","Evening","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106018","New Seemapuri-SKV","N/A","28.690428109309099","77.326672566511604","Morning","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106019","Mandoli-SKV","N/A","28.7056995753336","77.310697987098195","Morning","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106021","Seemapuri-SKV (Vishwamitra)","N/A","28.6786110102206","77.326823294201205","Morning","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106022","Nand Nagri, Block B-SKV (Raja Ravi Verma)","N/A","28.6938241712284","77.306988828058294","Morning","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106023","Dilshad Garden, Block J&K-SKV (St. Eknath)","N/A","28.683417850226199","77.323969208507293","Morning","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106024","East of Loni Road, DDA Flats-SKV","N/A","28.697678","77.294568 ","Morning","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106025","Dilshad Garden, Block C-SKV","N/A","28.681264441297898","77.312816132449498","Morning","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106026","Nand Nagri Extn., F-1, F-2, GGSSS","N/A","28.692902513537302","77.314778887569801","Morning","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106112","Ashok Nagar-GGSS","N/A","28.6966495475051","77.303035668325506","Morning","6","10","1106","Zone-06","11","North East","Government","Secondary Schools"
"1106113","Nand Nagri, Block E-SKV","N/A","28.694660379298298","77.313904709331695","General","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106114","Shahdara, Mansarover Park, No.2-SKV","N/A","28.6838281","77.298303","General","Nursery","12","1106","Zone-06","11","North East","Government","Sarvodaya Sr. Secondary Schools"
"1106116","Nand Nagri, Block A-GGSSS","N/A","28.695907912761399","77.306248376626002","Morning","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106117","Saboli- GGSSS","N/A","28.701407630727701","77.303903551530695","Morning","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106118","East of Loni Road, DDA Flats-GBSSS","N/A","28.6975267","77.294286","Evening","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106119","Nand Nagri, Block A-GBSSS","N/A","28.6959120157771","77.306147751952807","Evening","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106120","Saboli- GBSSS","N/A","28.7012787354907","77.303961926305206","Evening","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106122","Old Seemapuri, Block GH-GGSS","N/A","28.680976339582202","77.328707300407601","Morning","6","10","1106","Zone-06","11","North East","Government","Secondary Schools"
"1106123","Meet Nagar, Block B-GGSS","N/A","28.7002778972893","77.300207060207299","Morning","6","10","1106","Zone-06","11","North East","Government","Secondary Schools"
"1106252","Nand Nagri, Block D-RPVV","N/A","28.6988391986058","77.302378144602898","General","6","12","1106","Zone-06","11","North East","Government","Partibha Vikas Vidhyalya"
"1106256","Harsh Vihar GGSS","N/A","28.701847412694601","77.324278077659798","Morning","6","10","1106","Zone-06","11","North East","Government","Secondary Schools"
"1106258","Harsh Vihar GBSS","N/A","28.701847412694601","77.324278077659798","Evening","6","10","1106","Zone-06","11","North East","Government","Secondary Schools"
"1106259","Mandoli Extension-GGSSS","N/A","28.701471454711498","77.315899117463601","Morning","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106261","Meet Nagar-B-Block, Delhi-94,Govt. Boys Sec. School","N/A","28.700269890244002","77.300284861082105","Evening","6","10","1106","Zone-06","11","North East","Government","Secondary Schools"
"1106263","Old Seemapuri, Block GH-GBSS","N/A","28.681010413200401","77.3287733605829","Evening","6","10","1106","Zone-06","11","North East","Government","Secondary Schools"
"1106264","Sunder Nagri- GGSSS","N/A","28.693986040977599","77.321696049607894","Morning","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106265","Mandoli Extension-GBSSS","N/A","28.701470805845599","77.315937008744598","Evening","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106279","Sunder Nagari- GBSSS","N/A","28.693986040977599","77.321696049607894","Evening","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106281","Seemapuri- GGSSS","N/A","28.6790817","	77.32777","Morning","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1106282","SOSE, Block- D, Nand Nagri","N/A","28.6988391986058","77.302378144602898","General","9","12","1106","Zone-06","11","North East","Government","School of Specialized Excellence(SOSE)"
"1106283","Nand Nagri, Janta Flats- GBSSS","N/A","28.692428923715099"," 77.314006064478804 ","General","6","12","1106","Zone-06","11","North East","Government","Senior Secondary Schools"
"1207004","Nehru Vihar-SKV","N/A","28.7095656662095","77.220494273362206","General","Nursery","12","1207","Zone-07","12","North","Government","Sarvodaya Sr. Secondary Schools"
"1207005","Jagat Pur- SKV(Mahavir Singh)","N/A","28.739775319332299","77.216421686867307","Morning","Nursery","10","1207","Zone-07","12","North","Government","Sarvodaya Secondary Schools"
"1207008","Shankaracharya Marg,Shahed Bhai Bal Mukand-SV","N/A","28.680298865794999","77.226668548616104","General","Nursery","12","1207","Zone-07","12","North","Government","Sarvodaya Sr. Secondary Schools"
"1207009","Burari-SBV","N/A","28.749551417844099","77.196546733910097","Evening","Nursery","12","1207","Zone-07","12","North","Government","Sarvodaya Sr. Secondary Schools"
"1207011","Govt. Sarvodaya Vidyalaya No.3, Shakti Nagar","N/A","28.6819014842978","77.197587580405099","General","Nursery","12","1207","Zone-07","12","North","Government","Sarvodaya Sr. Secondary Schools"
"1207012","Timar Pur-SBV","N/A","28.7035688","77.2223727","General","Nursery","12","1207","Zone-07","12","North","Government","Sarvodaya Sr. Secondary Schools"
"1207013","Roop Nagar,RSV NO-4","N/A","28.684582956417302","77.199760324990194","General","Nursery","12","1207","Zone-07","12","North","Government","Sarvodaya Sr. Secondary Schools"
"1207014","Gokhle Marg-SBV","N/A","28.665727108591899","77.223312417895002","General","Nursery","12","1207","Zone-07","12","North","Government","Sarvodaya Sr. Secondary Schools"
